factives,hedges,implicatives,report_verbs,bias,negative_words,positive_words,negative_colloquial_words,positive_colloquial_words
,,,,,الملوثين,,,
,,,,,التلوث,,,
,,,,,أبهى,,,
,,,,,فقير,,,
,,,,,أفقر,,,
,,,,,أفقر,,,
,,,,,سيئة,,,
,,,,,المواقف,,,
,,,,,العبوس,,,
,,,,,فقر,,,
,,,,,عاجز,,,
,,,,,ثرثر,,,
,,,,,خدعة,,,
,,,,,ثرثرة,,,
,,,,,محفوف بالمخاطر,,,
,,,,,بشكل غير مستقر,,,
,,,,,ترسب,,,
,,,,,متهور,,,
,,,,,مفترس,,,
,,,,,مأزق,,,
,,,,,الحكم المسبق,,,
,,,,,إجحاف,,,
,,,,,التحيزات,,,
,,,,,ضار,,,
,,,,,مع سبق الإصرار,,,
,,,,,انشغال,,,
,,,,,مناف للعقل,,,
,,,,,بشكل غير معقول,,,
,,,,,متعجرف,,,
,,,,,غطرسة,,,
,,,,,ادعاء,,,
,,,,,يدّعي,,,
,,,,,ادعاء,,,
,,,,,رنان,,,
,,,,,بشكل طنان,,,
,,,,,مراوغة,,,
,,,,,الثمن,,,
,,,,,أغلى,,,
,,,,,وخز,,,
,,,,,وخز,,,
,,,,,وخز,,,
,,,,,فخور,,,
,,,,,بريك,,,
,,,,,بدائية,,,
,,,,,سجن,,,
,,,,,أسير,,,
,,,,,مشكلة,,,
,,,,,إشكالية,,,
,,,,,مشاكل,,,
,,,,,يماطل,,,
,,,,,يماطل,,,
,,,,,تسويف,,,
,,,,,تدنيس,,,
,,,,,شتم,,,
,,,,,يحظر,,,
,,,,,باهظة,,,
,,,,,بشكل باهظ,,,
,,,,,دعاية,,,
,,,,,دعاية,,,
,,,,,امتلاكي,,,
,,,,,محاكمة,,,
,,,,,يعترض,,,
,,,,,احتج,,,
,,,,,احتجاجا,,,
,,,,,الاحتجاجات,,,
,,,,,طويل، ممتد,,,
,,,,,إثارة,,,
,,,,,استفزازية,,,
,,,,,يستفز,,,
,,,,,نقب,,,
,,,,,مشاكس,,,
,,,,,بشكل مشاكس,,,
,,,,,مشاكسة,,,
,,,,,لكمة,,,
,,,,,يعاقب,,,
,,,,,يعاقب عليه,,,
,,,,,عقابي,,,
,,,,,فاسق,,,
,,,,,سقيم,,,
,,,,,دمية,,,
,,,,,الدمى,,,
,,,,,في حيرة,,,
,,,,,حيرة,,,
,,,,,محير,,,
,,,,,الدجال,,,
,,,,,وخز الضمير,,,
,,,,,هواجس,,,
,,,,,مأزق,,,
,,,,,قتال,,,
,,,,,مشاكس,,,
,,,,,بشكل مشاجرة,,,
,,,,,المشاجرات,,,
,,,,,مشاكس,,,
,,,,,سحق,,,
,,,,,مثلي,,,
,,,,,مشكوك فيه,,,
,,,,,اعتراض - انتقاد,,,
,,,,,مراوغات,,,
,,,,,إنهاء,,,
,,,,,مصاب بداء الكلب,,,
,,,,,عنصرية,,,
,,,,,عنصري,,,
,,,,,العنصريين,,,
,,,,,مفعم بالحيوية,,,
,,,,,متطرف,,,
,,,,,التطرف,,,
,,,,,جذريا,,,
,,,,,المتطرفين,,,
,,,,,غضب,,,
,,,,,خشنة,,,
,,,,,تحتدم,,,
,,,,,سكة حديدية,,,
,,,,,بتمشيط,,,
,,,,,هياج,,,
,,,,,متفشيا,,,
,,,,,متداعية,,,
,,,,,حقد,,,
,,,,,بشكل عشوائي,,,
,,,,,رانكل,,,
,,,,,تبجح,,,
,,,,,صراخ,,,
,,,,,صراخ,,,
,,,,,بصخب,,,
,,,,,التشدق,,,
,,,,,اغتصاب,,,
,,,,,اغتصبت,,,
,,,,,اغتصاب,,,
,,,,,الوغد,,,
,,,,,الأوغاد,,,
,,,,,متسرع,,,
,,,,,حشرجة الموت,,,
,,,,,هز,,,
,,,,,خشخيشات,,,
,,,,,تلف,,,
,,,,,هذيان,,,
,,,,,رجعي,,,
,,,,,انفصام شخصيه,,,
,,,,,رفض,,,
,,,,,توبيخ,,,
,,,,,متمرد,,,
,,,,,متراجع,,,
,,,,,ركود,,,
,,,,,ركود,,,
,,,,,متهور,,,
,,,,,بتهور,,,
,,,,,التهور,,,
,,,,,نكص,,,
,,,,,الموارد,,,
,,,,,وفرة,,,
,,,,,متكرر,,,
,,,,,رفض,,,
,,,,,رفض,,,
,,,,,رفض,,,
,,,,,يرفض,,,
,,,,,رفض,,,
,,,,,دحض,,,
,,,,,دحض,,,
,,,,,دحض,,,
,,,,,يدحض,,,
,,,,,دحض,,,
,,,,,التراجع,,,
,,,,,تراجع,,,
,,,,,رجعي,,,
,,,,,يندم,,,
,,,,,ندم,,,
,,,,,نادم,,,
,,,,,مع الأسف,,,
,,,,,يندم,,,
,,,,,مؤسف,,,
,,,,,للأسف,,,
,,,,,ندم,,,
,,,,,يرفض,,,
,,,,,مرفوض,,,
,,,,,رفض,,,
,,,,,الرفض,,,
,,,,,يرفض,,,
,,,,,الانتكاس,,,
,,,,,لا هوادة فيها,,,
,,,,,بلا هوادة,,,
,,,,,قسوة,,,
,,,,,التردد,,,
,,,,,متكاسل,,,
,,,,,بمعارضة,,,
,,,,,الندم,,,
,,,,,نادم,,,
,,,,,بالندم,,,
,,,,,لا يرحم,,,
,,,,,بلا رحمة,,,
,,,,,قسوة الندم,,,
,,,,,تنازل,,,
,,,,,التخلي,,,
,,,,,صد,,,
,,,,,تكرارية,,,
,,,,,مستهجن,,,
,,,,,بشكل مستهجن,,,
,,,,,التوبيخ,,,
,,,,,انتقامي,,,
,,,,,قمع,,,
,,,,,قمع,,,
,,,,,قمعي,,,
,,,,,شجب,,,
,,,,,عتاب,,,
,,,,,عتاب,,,
,,,,,وبخ,,,
,,,,,بتوبيخ,,,
,,,,,رفض,,,
,,,,,التنصل,,,
,,,,,منكر,,,
,,,,,الاشمئزاز,,,
,,,,,بغيض,,,
,,,,,بشكل بغيض,,,
,,,,,صد,,,
,,,,,تنافر,,,
,,,,,تنافرى,,,
,,,,,بشكل مثير للاشمئزاز,,,
,,,,,النفور,,,
,,,,,مستاء,,,
,,,,,استياء,,,
,,,,,استقالة,,,
,,,,,استقال,,,
,,,,,مقاومة,,,
,,,,,الأرق,,,
,,,,,يقيد,,,
,,,,,مقيد,,,
,,,,,تقييد,,,
,,,,,تقييدي,,,
,,,,,ناهض,,,
,,,,,الرد بالمثل,,,
,,,,,انتقامي,,,
,,,,,تؤخر,,,
,,,,,متخلفا,,,
,,,,,التخلف,,,
,,,,,يؤخر,,,
,,,,,كتوم,,,
,,,,,تراجع,,,
,,,,,تراجع,,,
,,,,,تراجعت,,,
,,,,,انتقام,,,
,,,,,انتقامي,,,
,,,,,انتقاميا,,,
,,,,,يرجع,,,
,,,,,سب,,,
,,,,,ملعون,,,
,,,,,سحب او إبطال,,,
,,,,,تمرد,,,
,,,,,اشمئزاز,,,
,,,,,بشكل مثير للاشمئزاز,,,
,,,,,الاشمئزاز,,,
,,,,,مثير للاشمئزاز,,,
,,,,,تحدث بحماسة,,,
,,,,,البلاغة,,,
,,,,,بلاغي,,,
,,,,,رايكر,,,
,,,,,السخرية,,,
,,,,,سخيف,,,
,,,,,يبعث على السخرية,,,
,,,,,منتشر,,,
,,,,,الصدع,,,
,,,,,الخلافات,,,
,,,,,جامد,,,
,,,,,الاستعلاء,,,
,,,,,صلابة,,,
,,,,,غيظ,,,
,,,,,غاضب,,,
,,,,,قطع,,,
,,,,,رواغ,,,
,,,,,ممزق,,,
,,,,,مخاطرة,,,
,,,,,المخاطر,,,
,,,,,محفوف بالمخاطر,,,
,,,,,منافسة,,,
,,,,,التنافس,,,
,,,,,حواجز الطرق,,,
,,,,,صخري,,,
,,,,,محتال,,,
,,,,,السفينة الدوارة,,,
,,,,,تعفن,,,
,,,,,فاسد,,,
,,,,,خشن,,,
,,,,,يمكن علاجه,,,
,,,,,القمامة,,,
,,,,,غير مهذب,,,
,,,,,شارع,,,
,,,,,وحشي,,,
,,,,,كشكش,,,
,,,,,يخرب,,,
,,,,,مدمر,,,
,,,,,تخريب,,,
,,,,,مدمر,,,
,,,,,أثار,,,
,,,,,قرقرة,,,
,,,,,شائعة,,,
,,,,,شائعات,,,
,,,,,شائعات,,,
,,,,,جعد,,,
,,,,,انقلب,,,
,,,,,اهرب,,,
,,,,,تمزق,,,
,,,,,الصدأ,,,
,,,,,الصدأ,,,
,,,,,صدئ,,,
,,,,,شبق,,,
,,,,,قاس,,,
,,,,,بلا رحمة,,,
,,,,,القسوة,,,
,,,,,شقوق,,,
,,,,,تخريب,,,
,,,,,كيس,,,
,,,,,ضحى,,,
,,,,,حزين,,,
,,,,,حزين,,,
,,,,,للأسف,,,
,,,,,الحزن,,,
,,,,,تبلد,,,
,,,,,ترهل,,,
,,,,,ترهل,,,
,,,,,المترهل,,,
,,,,,يتدلى,,,
,,,,,عاهر,,,
,,,,,مقدس,,,
,,,,,العصارة,,,
,,,,,سخرية,,,
,,,,,ساخر,,,
,,,,,بسخرية,,,
,,,,,تهكمي,,,
,,,,,بسخرية,,,
,,,,,ساس,,,
,,,,,الساخرة,,,
,,,,,هجا,,,
,,,,,متوحش,,,
,,,,,همجي,,,
,,,,,الوحشية,,,
,,,,,متوحشون,,,
,,,,,متفلّس,,,
,,,,,غش,,,
,,,,,الحيل,,,
,,,,,فضيحة,,,
,,,,,فضيحة,,,
,,,,,فضيحة,,,
,,,,,فضيحة,,,
,,,,,بشكل فاضح,,,
,,,,,فضائح,,,
,,,,,فضيحة,,,
,,,,,فضائح,,,
,,,,,ضئيلة,,,
,,,,,كبش فداء,,,
,,,,,ندب,,,
,,,,,نادر,,,
,,,,,نادرا,,,
,,,,,نقص,,,
,,,,,فزع,,,
,,,,,مقدس,,,
,,,,,أكثر رعبا,,,
,,,,,الأكثر رعبا,,,
,,,,,بشكل مخيف,,,
,,,,,ندوب,,,
,,,,,جراح,,,
,,,,,مخيف,,,
,,,,,لاذع,,,
,,,,,بشكل لاذع,,,
,,,,,متشكك,,,
,,,,,يسخر,,,
,,,,,بسخرية,,,
,,,,,وبخ,,,
,,,,,وبخ,,,
,,,,,توبيخ,,,
,,,,,بتوبيخ,,,
,,,,,حارق,,,
,,,,,بشكل حارق,,,
,,,,,سخرية,,,
,,,,,ازدراء,,,
,,,,,بازدراء,,,
,,,,,الوغد,,,
,,,,,آفة,,,
,,,,,عبس,,,
,,,,,تزاحم,,,
,,,,,تزاحم,,,
,,,,,يتدافع,,,
,,,,,تخليط,,,
,,,,,خردة,,,
,,,,,يخدش,,,
,,,,,خدش,,,
,,,,,خدوش,,,
,,,,,خشن,,,
,,,,,تصرخ,,,
,,,,,صرير,,,
,,,,,اخفق,,,
,,,,,ثمل,,,
,,,,,ثمل _,,,
,,,,,معطوب,,,
,,,,,أبلى، حكة,,,
,,,,,يجرجر,,,
,,,,,حثالة,,,
,,,,,حقير,,,
,,,,,الصف الثاني,,,
,,,,,الطبقة الثانية,,,
,,,,,كتوم,,,
,,,,,كَسُول,,,
,,,,,غير طبيعي,,,
,,,,,يغلي,,,
,,,,,يغلي,,,
,,,,,الانقلاب الذاتي,,,
,,,,,النقد الذاتي,,,
,,,,,هزيمة الذات,,,
,,,,,التدمير الذاتي,,,
,,,,,إذلال الذات,,,
,,,,,المصلحة الذاتية,,,
,,,,,مهتم بالنفس,,,
,,,,,خدمة ذاتية,,,
,,,,,مهتم بالنفس,,,
,,,,,أنانية,,,
,,,,,بأنانية,,,
,,,,,الأنانية,,,
,,,,,شبه متخلف,,,
,,,,,خرف,,,
,,,,,إثارة,,,
,,,,,عديم الإحساس,,,
,,,,,بلا شعور,,,
,,,,,خطورة,,,
,,,,,وعظ,,,
,,,,,عبودية,,,
,,,,,يثبت,,,
,,,,,نكسة,,,
,,,,,النكسات,,,
,,,,,قطع,,,
,,,,,شديد,,,
,,,,,خطورة,,,
,,,,,رث,,,
,,,,,غامض,,,
,,,,,ظليلة,,,
,,,,,هزة,,,
,,,,,هش,,,
,,,,,أجوف,,,
,,,,,الشام,,,
,,,,,فوضى,,,
,,,,,عار,,,
,,,,,مخجل,,,
,,,,,بشكل مخجل,,,
,,,,,العار,,,
,,,,,وقح,,,
,,,,,بلا خجل,,,
,,,,,وقاحة,,,
,,,,,سمك القرش,,,
,,,,,بشكل حاد,,,
,,,,,يتحطم,,,
,,,,,خنثى,,,
,,,,,وميض,,,
,,,,,يهتز,,,
,,,,,حطام سفينة,,,
,,,,,المتهرب,,,
,,,,,المتهرب,,,
,,,,,القرف,,,
,,,,,بقشعريرة,,,
,,,,,صدمة,,,
,,,,,صدمت,,,
,,,,,مروع,,,
,,,,,بشكل مثير للصدمة,,,
,,,,,ردئ الصنع,,,
,,,,,قصير الأمد,,,
,,,,,نقص,,,
,,,,,عدم إعطاء الحق كاملا,,,
,,,,,عيب,,,
,,,,,نقائص,,,
,,,,,قصر,,,
,,,,,قصير النظر,,,
,,,,,قصر النظر,,,
,,,,,المواجهة,,,
,,,,,نبابة,,,
,,,,,صرخة,,,
,,,,,شديد,,,
,,,,,بصوت عالٍ,,,
,,,,,يذبل,,,
,,,,,كفن,,,
,,,,,سجي,,,
,,,,,تتغاضى,,,
,,,,,تجنب,,,
,,,,,منبوذة,,,
,,,,,مريض,,,
,,,,,مرض,,,
,,,,,مقزز,,,
,,,,,بشكل مقزز,,,
,,,,,مريض,,,
,,,,,مرض,,,
,,,,,مسار جانبي,,,
,,,,,انحرفت,,,
,,,,,حصار,,,
,,,,,سخيفة,,,
,,,,,سخيف,,,
,,,,,مبسط,,,
,,,,,بشكل مبسط,,,
,,,,,خطيئة,,,
,,,,,خاطئين,,,
,,,,,بشكل خاطئ,,,
,,,,,شرير,,,
,,,,,بشكل شرير,,,
,,,,,حوض,,,
,,,,,غرق,,,
,,,,,الهياكل العظمية,,,
,,,,,متشكك,,,
,,,,,متشكك,,,
,,,,,متشككا,,,
,,,,,الشك,,,
,,,,,سطحي,,,
,,,,,بخيل,,,
,,,,,نحيف,,,
,,,,,متقلب,,,
,,,,,بشكل متقلب,,,
,,,,,جمجمة,,,
,,,,,تثاقل,,,
,,,,,القذف,,,
,,,,,افتراء,,,
,,,,,افتراء,,,
,,,,,بشكل افترائي,,,
,,,,,الافتراءات,,,
,,,,,يصفع,,,
,,,,,التقطيع,,,
,,,,,ذبح,,,
,,,,,ذبح,,,
,,,,,عبد,,,
,,,,,عبيد,,,
,,,,,مهلهل,,,
,,,,,الوحل,,,
,,,,,جهد,,,
,,,,,مجهد,,,
,,,,,الضرب,,,
,,,,,الضربات,,,
,,,,,بطيء,,,
,,,,,بشكل قذر,,,
,,,,,قذرة,,,
,,,,,كسل,,,
,,,,,كسل,,,
,,,,,بطيء,,,
,,,,,حركة بطيئة,,,
,,,,,تباطأ,,,
,,,,,أبطأ,,,
,,,,,الأبطأ,,,
,,,,,ببطء,,,
,,,,,سبيكة,,,
,,,,,بطيئا,,,
,,,,,الركود,,,
,,,,,تراجع,,,
,,,,,تراجع,,,
,,,,,افتراء,,,
,,,,,وقحة,,,
,,,,,الفاسقات,,,
,,,,,خبيث ماكر,,,
,,,,,صفعة,,,
,,,,,صغير,,,
,,,,,تحطيم,,,
,,,,,مسحة,,,
,,,,,يشم,,,
,,,,,رائحته,,,
,,,,,رائحة,,,
,,,,,الروائح,,,
,,,,,رائحة كريهة,,,
,,,,,الهف,,,
,,,,,دخان,,,
,,,,,شاشة دخان,,,
,,,,,مشتعل,,,
,,,,,مكمور,,,
,,,,,خنق,,,
,,,,,مشتعل,,,
,,,,,مكمور,,,
,,,,,لطخة,,,
,,,,,ملطخ,,,
,,,,,اللطخات,,,
,,,,,تلطيخ,,,
,,,,,متعجرف,,,
,,,,,بذاءة,,,
,,,,,أكثر دهاء,,,
,,,,,الأكثر بذاءة,,,
,,,,,بذيء,,,
,,,,,عقبة,,,
,,,,,تعثر,,,
,,,,,التمزق,,,
,,,,,عقبات,,,
,,,,,لاذع,,,
,,,,,بشكل لاذع,,,
,,,,,كمين,,,
,,,,,ساخر,,,
,,,,,تشابك,,,
,,,,,التسلل,,,
,,,,,بشكل متستر,,,
,,,,,متستر,,,
,,,,,سخرية,,,
,,,,,بسخرية,,,
,,,,,مغرور,,,
,,,,,متكبر,,,
,,,,,المتكبر,,,
,,,,,ازدراء,,,
,,,,,صابوني,,,
,,,,,تنهد,,,
,,,,,مُتّزِن,,,
,,,,,واقعية,,,
,,,,,نمطي,,,
,,,,,التعاطف,,,
,,,,,كئيب,,,
,,,,,مُؤلِم,,,
,,,,,بشدة,,,
,,,,,وجع,,,
,,,,,حزن,,,
,,,,,محزن,,,
,,,,,بحزن,,,
,,,,,آسف,,,
,,,,,حامِض,,,
,,,,,تعكر,,,
,,,,,الأشياء بأسمائها الحقيقية,,,
,,,,,برشاقة,,,
,,,,,منفق,,,
,,,,,تقيأ,,,
,,,,,قذف,,,
,,,,,يقذف,,,
,,,,,ينفث,,,
,,,,,سفك,,,
,,,,,العانس,,,
,,,,,بلا روح,,,
,,,,,رغم,,,
,,,,,حاقد,,,
,,,,,بحقد,,,
,,,,,الحقد,,,
,,,,,بقع برشاش سائل,,,
,,,,,ينقسم,,,
,,,,,شق,,,
,,,,,يفسد,,,
,,,,,تلف,,,
,,,,,الأضرار,,,
,,,,,مدلل,,,
,,,,,غنائم,,,
,,,,,شبح,,,
,,,,,أكثر رعبا,,,
,,,,,الأكثر رعبا,,,
,,,,,بشكل مخيف,,,
,,,,,مرعب,,,
,,,,,تغذية بالملعقة,,,
,,,,,ملعقة,,,
,,,,,متفرقة,,,
,,,,,متقطعا,,,
,,,,,زائف,,,
,,,,,رفض بإزدراء,,,
,,,,,تفل,,,
,,,,,شجار,,,
,,,,,الشجار,,,
,,,,,تبديد,,,
,,,,,قرع,,,
,,,,,صرير,,,
,,,,,الصرير,,,
,,,,,حاد,,,
,,,,,يصرخ,,,
,,,,,الصرير,,,
,,,,,صريخ,,,
,,,,,تشنج,,,
,,,,,طعنة,,,
,,,,,راكدة,,,
,,,,,ركود,,,
,,,,,رزين,,,
,,,,,وصمة,,,
,,,,,صبغات,,,
,,,,,قديمة,,,
,,,,,طريق مسدود,,,
,,,,,المماطلة,,,
,,,,,الأكشاك,,,
,,,,,تأتأة,,,
,,,,,فرار جماعي,,,
,,,,,صارخ,,,
,,,,,بشكل صارخ,,,
,,,,,جفل,,,
,,,,,مذهل,,,
,,,,,بشكل مذهل,,,
,,,,,مجاعة,,,
,,,,,جاع,,,
,,,,,ثابتة,,,
,,,,,يسرق,,,
,,,,,سرقة,,,
,,,,,يسرق,,,
,,,,,انحدار,,,
,,,,,بشكل حاد,,,
,,,,,رائحة كريهة,,,
,,,,,الصورة النمطية,,,
,,,,,نمطية,,,
,,,,,بشكل نمطي,,,
,,,,,صارم,,,
,,,,,لزج,,,
,,,,,قاسٍ,,,
,,,,,الكزازة,,,
,,,,,خنق,,,
,,,,,خانق,,,
,,,,,بشكل خانق,,,
,,,,,وصمه عار,,,
,,,,,وصم,,,
,,,,,العقرب,,,
,,,,,لاذع,,,
,,,,,بخيل,,,
,,,,,نتن,,,
,,,,,ينتن,,,
,,,,,طويل القامة,,,
,,,,,نهب,,,
,,,,,مسروق,,,
,,,,,عميل,,,
,,,,,المضحكين,,,
,,,,,عاصف,,,
,,,,,النضال,,,
,,,,,شارد,,,
,,,,,أَضْنَى,,,
,,,,,تمزق,,,
,,,,,اجهاد,,,
,,,,,غريب,,,
,,,,,الغريب,,,
,,,,,شخص غريب,,,
,,,,,أغرب,,,
,,,,,خنق,,,
,,,,,معرق,,,
,,,,,شاق,,,
,,,,,ضغط,,,
,,,,,الضغوط,,,
,,,,,مجهد,,,
,,,,,بشكل مرهق,,,
,,,,,المنكوبة,,,
,,,,,حازم,,,
,,,,,بشكل صارم,,,
,,,,,حاد,,,
,,,,,بقوة,,,
,,,,,الفتنة,,,
,,,,,يضرب,,,
,,,,,صارم,,,
,,,,,بصرامة,,,
,,,,,أصابت,,,
,,,,,كفاح,,,
,,,,,قاوم,,,
,,,,,صراعات,,,
,,,,,يكافح,,,
,,,,,من المقطع العرضي,,,
,,,,,عنيد,,,
,,,,,بعناد,,,
,,,,,العناد,,,
,,,,,عالق,,,
,,,,,خانق,,,
,,,,,تعثر,,,
,,,,,تعثرت,,,
,,,,,يتعثر,,,
,,,,,عقب السيجارة,,,
,,,,,الحيرة,,,
,,,,,جذوعها,,,
,,,,,صاعقة,,,
,,,,,حيلة,,,
,,,,,قزم,,,
,,,,,غبي,,,
,,,,,أغبى,,,
,,,,,غباء,,,
,,,,,بغباء,,,
,,,,,مذهول,,,
,,,,,غبي,,,
,,,,,ذهول,,,
,,,,,تلعثم,,,
,,,,,متلعثم,,,
,,,,,تأتأة,,,
,,,,,تأتأ,,,
,,,,,مكان قذر,,,
,,,,,في وضع حرج,,,
,,,,,بشكل متدني,,,
,,,,,مهزوما,,,
,,,,,خاضع,,,
,,,,,الخضوع,,,
,,,,,إخضاع,,,
,,,,,القهر,,,
,,,,,مطيع,,,
,,,,,المرؤوس,,,
,,,,,استدعاء للمحكمة,,,
,,,,,مذكرات الاستدعاء,,,
,,,,,التبعية,,,
,,,,,متذلل,,,
,,,,,دون المستوى المطلوب,,,
,,,,, خصم,,,
,,,,,التخريب,,,
,,,,,تخريبية,,,
,,,,,بشكل تخريبي,,,
,,,,,تخريب,,,
,,,,,خضع,,,
,,,,,مص,,,
,,,,,امتص,,,
,,,,,مصاصة,,,
,,,,,مقرف,,,
,,,,,قاضى,,,
,,,,,رفع دعوى قضائية ضد,,,
,,,,,مقاضاة,,,
,,,,,يقاضي,,,
,,,,,يعاني,,,
,,,,,عانى,,,
,,,,,المتألم,,,
,,,,,الذين يعانون,,,
,,,,,معاناة,,,
,,,,,يعاني,,,
,,,,,خنق,,,
,,,,,معطف السكر,,,
,,,,,مغطى بطبقة من السكر,,,
,,,,,انتحاري,,,
,,,,,انتحار,,,
,,,,,نكد,,,
,,,,,متجهم,,,
,,,,,قذر,,,
,,,,,غرقت,,,
,,,,,غارقة,,,
,,,,,سطحي,,,
,,,,,سطحية,,,
,,,,,ظاهريا,,,
,,,,,لا لزوم لها,,,
,,,,,خرافة,,,
,,,,,الخرافية,,,
,,,,,كبح,,,
,,,,,إخماد,,,
,,,,,يستسلم,,,
,,,,,مُعَرَّض ل,,,
,,,,,يشتبه,,,
,,,,,اشتباه,,,
,,,,,الشكوك,,,
,,,,,مثير للشك,,,
,,,,,بشكل مثير للريبة,,,
,,,,,اختيال,,,
,,,,,غارق,,,
,,,,,تفوح منه رائحة العرق,,,
,,,,,تضخم,,,
,,,,,تورم,,,
,,,,,يحتال,,,
,,,,,انتقد,,,
,,,,,منتفخة,,,
,,,,,علامة مرض,,,
,,,,,أعراض,,,
,,,,,متلازمة,,,
,,,,,محرم,,,
,,,,,رديئ,,,
,,,,,العيب,,,
,,,,,ملوث,,,
,,,,,عبث,,,
,,,,,تلاعب,,,
,,,,,تشابك,,,
,,,,,متشابكة,,,
,,,,,التشابك,,,
,,,,,خزان,,,
,,,,,سكران,,,
,,,,,الدبابات,,,
,,,,,نوبة غضب,,,
,,,,,متأخر,,,
,,,,,تشويه,,,
,,,,,مشوه,,,
,,,,,يشوه,,,
,,,,,ممزقة,,,
,,,,,تهكم,,,
,,,,,السخرية,,,
,,,,,بسخرية,,,
,,,,,السخرية,,,
,,,,,مشدود,,,
,,,,,مبهرج,,,
,,,,,فرض الضرائب,,,
,,,,,يضايق,,,
,,,,,إغاظة,,,
,,,,,مضجر,,,
,,,,,بشكل ممل,,,
,,,,,التهور,,,
,,,,,حِدّة,,,
,,,,,عاصفة,,,
,,,,,إغواء,,,
,,,,,الرقة والحنان,,,
,,,,,متوتر,,,
,,,,,توتر,,,
,,,,,مُتَردِّد,,,
,,,,,ضعيف,,,
,,,,,فاتر,,,
,,,,,رهيب,,,
,,,,,فظاعة,,,
,,,,,رهيب,,,
,,,,,الرعب,,,
,,,,,الإرهاب الجيني,,,
,,,,,إرهاب,,,
,,,,,ترويع,,,
,,,,,بحماس,,,
,,,,,عصبي,,,
,,,,,بشكل عصبي,,,
,,,,,سريع الغضب,,,
,,,,,ناكر للجميل,,,
,,,,,أكثر سمكا,,,
,,,,,العطش,,,
,,,,,شائكة,,,
,,,,,طائش,,,
,,,,,نقص بالتفكير,,,
,,,,,طيش,,,
,,,,,سحق,,,
,,,,,تهديد,,,
,,,,,هدد,,,
,,,,,تهديد,,,
,,,,,التهديدات,,,
,,,,,الثلاثي,,,
,,,,,نبض,,,
,,,,,خفقان,,,
,,,,,الخفقان,,,
,,,,,النبضات,,,
,,,,,خنق,,,
,,,,,سفاح,,,
,,,,,تحميل الان,,,
,,,,,استهجن,,,
,,,,,إحباط,,,
,,,,,استهلاك الوقت,,,
,,,,,خجول,,,
,,,,,خجل,,,
,,,,,خجول,,,
,,,,,خجل,,,
,,,,,صغير الحجم,,,
,,,,,وخز,,,
,,,,,تنميل,,,
,,,,,مرهق,,,
,,,,,ممل,,,
,,,,,متعب,,,
,,,,,بتعب,,,
,,,,,الكدح,,,
,,,,,رسوم,,,
,,,,,ثقيل الرأس,,,
,,,,,إسقاط,,,
,,,,,عذاب,,,
,,,,,معذب,,,
,,,,,سيل,,,
,,,,,متعرج,,,
,,,,,يعذب,,,
,,,,,للتعذيب,,,
,,,,,التعذيب,,,
,,,,,تعذيب,,,
,,,,,معذبة,,,
,,,,,تعذيبا,,,
,,,,,شمولي,,,
,,,,,حساس,,,
,,,,,صلابة,,,
,,,,,توصف,,,
,,,,,تنتهج,,,
,,,,,سامة,,,
,,,,,وشى,,,
,,,,,مأساة,,,
,,,,,مأساوي,,,
,,,,,بشكل مأساوي,,,
,,,,,خائن,,,
,,,,,خائناً,,,
,,,,,متشرد,,,
,,,,,تدوس,,,
,,,,,انتهاك,,,
,,,,,تجاوز,,,
,,,,,فخ,,,
,,,,,محاصرين,,,
,,,,,مُحاصَر,,,
,,,,,نفاية,,,
,,,,,في المهملات,,,
,,,,,ملىء بالقمامة,,,
,,,,,صدمة,,,
,,,,,مؤلم,,,
,,,,,بشكل مؤلم,,,
,,,,,صدمة,,,
,,,,,مصدوم,,,
,,,,,محاكاة ساخرة,,,
,,,,,مهزلة,,,
,,,,,غادر,,,
,,,,,غدرا,,,
,,,,,خيانة,,,
,,,,,خيانة,,,
,,,,,خائن,,,
,,,,,حيلة,,,
,,,,,خداع,,,
,,,,,الخداع,,,
,,,,,مخادع,,,
,,,,,تافه,,,
,,,,,تهوين,,,
,,,,,مشكلة,,,
,,,,,مضطرب,,,
,,,,,مشاغب,,,
,,,,,متاعب,,,
,,,,,مزعجة,,,
,,,,,بشكل مزعج,,,
,,,,,مقلق,,,
,,,,,بشكل مثير للقلق,,,
,,,,,تغيب عن المدرسة,,,
,,,,,تعثر,,,
,,,,,هبط,,,
,,,,,يسقط,,,
,,,,,مضطرب,,,
,,,,,عنيف,,,
,,,,,الاضطراب,,,
,,,,,إلتواء,,,
,,,,,ملتوية,,,
,,,,,التقلبات,,,
,,,,,ذو وجهين,,,
,,,,,وجهين,,,
,,,,,طاغية,,,
,,,,,طاغية,,,
,,,,,استبداد,,,
,,,,,طاغية,,,
,,,,,قرف,,,
,,,,,أقبح,,,
,,,,,أبشع,,,
,,,,,قبح,,,
,,,,,قبيح,,,
,,,,,خفية,,,
,,,,,إنذار,,,
,,,,,الإنذارات,,,
,,,,,متشدد للغاية,,,
,,,,,غير قابل للعرض,,,
,,,,,غير قادر,,,
,,,,,غير مقبول,,,
,,,,,بشكل غير مقبول,,,
,,,,,بشكل غير مقبول,,,
,,,,,لا يمكن الوصول إليها,,,
,,,,,غير معتاد,,,
,,,,,غير قابل للتحقيق,,,
,,,,,لا يمكن تحمله,,,
,,,,,غير جذابة,,,
,,,,,غير جذاب,,,
,,,,,غير أصيل,,,
,,,,,غير متوفره,,,
